shape_group,shape,setup,technique,accuracy,failed,checked,baseline_ms,optimized_ms,speedup
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00110,PASS,0,19922944,5.1307,4.9727,1.032
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00111,PASS,0,19922944,5.0958,4.9754,1.024
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01000,PASS,0,19922944,4.6731,1.5348,3.045
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01001,PASS,0,19922944,4.6814,1.5322,3.055
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01010,PASS,0,19922944,4.6684,1.5610,2.991
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01011,PASS,0,19922944,4.8222,1.5572,3.097
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01100,PASS,0,19922944,4.7901,1.4006,3.420
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01101,PASS,0,19922944,4.8245,1.4002,3.446
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01110,PASS,0,19922944,4.6855,1.3988,3.350
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",01111,PASS,0,19922944,4.6391,1.4005,3.312
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10000,PASS,0,19922944,5.1191,5.1678,0.991
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10001,PASS,0,19922944,5.1361,5.1727,0.993
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10010,PASS,0,19922944,5.1169,5.2028,0.984
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10011,PASS,0,19922944,5.1220,5.2122,0.983
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10100,PASS,0,19922944,5.1193,5.0266,1.018
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10101,PASS,0,19922944,5.1248,5.0409,1.017
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10110,PASS,0,19922944,5.1059,5.0463,1.012
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",10111,PASS,0,19922944,5.1357,5.0214,1.023
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11000,PASS,0,19922944,4.7109,1.4201,3.317
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11001,PASS,0,19922944,4.6294,1.4205,3.259
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11010,PASS,0,19922944,4.7260,1.4462,3.268
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11011,PASS,0,19922944,4.7562,1.4446,3.292
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11100,PASS,0,19922944,4.7265,1.2890,3.667
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11101,PASS,0,19922944,4.5331,1.2882,3.519
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11110,PASS,0,19922944,4.5328,1.2877,3.520
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",11111,PASS,0,19922944,4.5328,1.2880,3.519
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00000,PASS,0,4980736,0.6398,0.6398,1.000
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00001,PASS,0,4980736,0.6439,0.6619,0.973
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00010,PASS,0,4980736,0.6417,0.6904,0.929
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00011,PASS,0,4980736,0.6488,0.6975,0.930
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00100,PASS,0,4980736,0.6469,1.5027,0.430
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00101,PASS,0,4980736,0.6379,1.4948,0.427
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00110,PASS,0,4980736,0.6467,1.5648,0.413
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",00111,PASS,0,4980736,0.6350,1.5362,0.413
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01000,PASS,0,4980736,0.6359,0.4559,1.395
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01001,PASS,0,4980736,0.6450,0.4597,1.403
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01010,PASS,0,4980736,0.6334,0.4845,1.307
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01011,PASS,0,4980736,0.6327,0.4834,1.309
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01100,PASS,0,4980736,0.6395,1.1722,0.546
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01101,PASS,0,4980736,0.6442,1.1843,0.544
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01110,PASS,0,4980736,0.6439,1.1991,0.537
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",01111,PASS,0,4980736,0.6384,1.2120,0.527
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10000,PASS,0,4980736,0.6330,0.5811,1.089
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10001,PASS,0,4980736,0.7243,0.6310,1.148
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10010,PASS,0,4980736,0.6408,0.6126,1.046
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10011,PASS,0,4980736,0.6326,0.6052,1.045
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10100,PASS,0,4980736,0.6304,1.4167,0.445
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10101,PASS,0,4980736,0.6462,1.4646,0.441
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10110,PASS,0,4980736,0.6287,1.4720,0.427
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",10111,PASS,0,4980736,0.6298,1.4757,0.427
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11000,PASS,0,4980736,0.6449,0.3404,1.895
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11001,PASS,0,4980736,0.6401,0.3355,1.908
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11010,PASS,0,4980736,0.6360,0.3636,1.749
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11011,PASS,0,4980736,0.6333,0.3607,1.756
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11100,PASS,0,4980736,0.6385,1.0381,0.615
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11101,PASS,0,4980736,0.6157,1.0380,0.593
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11110,PASS,0,4980736,0.6176,1.0695,0.578
appendix test shape,#12 B64 D128 H4 S32 L4,"B=64,S=32,D=128,H=4,FFN=128,L=4,causal=True",11111,PASS,0,4980736,0.6174,1.0597,0.583
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00000,PASS,0,159383552,64.7353,64.6105,1.002
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00001,PASS,0,159383552,64.8103,64.6571,1.002
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00010,PASS,0,159383552,64.8274,65.1340,0.995
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00011,PASS,0,159383552,64.8379,65.1491,0.995
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00100,PASS,0,159383552,64.8480,63.9349,1.014
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00101,PASS,0,159383552,64.8439,63.9308,1.014
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00110,PASS,0,159383552,64.8375,63.9371,1.014
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",00111,PASS,0,159383552,64.8433,63.9363,1.014
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01000,PASS,0,159383552,64.8379,14.6540,4.425
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01001,PASS,0,159383552,64.8360,14.6529,4.425
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01010,PASS,0,159383552,64.8341,15.1228,4.287
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01011,PASS,0,159383552,64.8395,15.1250,4.287
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01100,PASS,0,159383552,64.8318,13.8976,4.665
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01101,PASS,0,159383552,64.8338,13.8949,4.666
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01110,PASS,0,159383552,64.8344,13.8736,4.673
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",01111,PASS,0,159383552,64.8363,13.8805,4.671
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10000,PASS,0,159383552,64.8134,65.6630,0.987
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10001,PASS,0,159383552,64.8154,65.6650,0.987
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10010,PASS,0,159383552,64.8110,66.1201,0.980
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10011,PASS,0,159383552,64.8185,66.1177,0.980
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10100,PASS,0,159383552,64.8011,64.9092,0.998
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10101,PASS,0,159383552,64.8072,64.9136,0.998
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10110,PASS,0,159383552,64.8040,64.9023,0.998
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",10111,PASS,0,159383552,64.8101,64.8973,0.999
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11000,PASS,0,159383552,64.8533,13.5581,4.783
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11001,PASS,0,159383552,64.8562,13.5642,4.781
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11010,PASS,0,159383552,64.8519,14.0110,4.629
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11011,PASS,0,159383552,64.8430,14.0079,4.629
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11100,PASS,0,159383552,64.8544,12.8055,5.065
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11101,PASS,0,159383552,64.8481,12.8053,5.064
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11110,PASS,0,159383552,64.8033,12.7911,5.066
appendix test shape,#13 B64 D128 H4 S1024 L4,"B=64,S=1024,D=128,H=4,FFN=128,L=4,causal=True",11111,PASS,0,159383552,64.8277,12.7941,5.067
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00000,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00001,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00010,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00011,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00100,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00101,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00110,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",00111,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01000,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01001,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01010,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01011,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01100,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01101,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01110,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",01111,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10000,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10001,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10010,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10011,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10100,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10101,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10110,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",10111,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11000,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11001,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11010,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11011,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11100,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11101,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11110,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
appendix test shape,#14 B32 D1024 H16 S100000 L2,"B=32,S=100000,D=1024,H=16,FFN=1024,L=2,causal=True",11111,OOM (input activation 12.21 GiB exceeds 70% of 14.38 GiB free GPU memory),0,0,nan,nan,nan
