shape_group,shape,setup,technique,accuracy,failed,checked,baseline_ms,optimized_ms,speedup
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",00011,PASS,0,3112960000,278.4600,288.4101,0.966
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",00100,PASS,0,3112960000,278.4288,278.1117,1.001
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",00101,PASS,0,3112960000,278.4785,278.1468,1.001
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",00110,PASS,0,3112960000,278.4064,288.3728,0.965
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",00111,PASS,0,3112960000,278.3971,288.3665,0.965
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01000,PASS,0,3112960000,278.4534,149.6232,1.861
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01001,PASS,0,3112960000,278.4781,149.6200,1.861
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01010,PASS,0,3112960000,278.4640,159.8806,1.742
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01011,PASS,0,3112960000,278.4733,159.8704,1.742
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01100,PASS,0,3112960000,278.4806,149.6114,1.861
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01101,PASS,0,3112960000,277.3324,149.3140,1.857
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01110,PASS,0,3112960000,278.4835,159.9186,1.741
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",01111,PASS,0,3112960000,278.4535,159.9135,1.741
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10000,PASS,0,3112960000,278.4503,280.1082,0.994
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10001,PASS,0,3112960000,278.4740,280.1026,0.994
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10010,PASS,0,3112960000,278.4146,289.4256,0.962
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10011,PASS,0,3112960000,278.7429,289.7912,0.962
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10100,PASS,0,3112960000,278.8442,280.3887,0.994
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10101,PASS,0,3112960000,278.7842,280.3076,0.995
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10110,PASS,0,3112960000,278.7592,289.7374,0.962
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",10111,PASS,0,3112960000,278.8227,289.7587,0.962
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11000,PASS,0,3112960000,278.8165,128.2016,2.175
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11001,PASS,0,3112960000,278.7971,128.2066,2.175
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11010,PASS,0,3112960000,278.7504,138.2853,2.016
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11011,PASS,0,3112960000,278.7084,138.3089,2.015
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11100,PASS,0,3112960000,279.2155,128.4288,2.174
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11101,PASS,0,3112960000,278.8350,128.1747,2.175
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11110,PASS,0,3112960000,278.5360,138.2803,2.014
appendix test shape,#6 B10000 D128 H4 S128 L4,"B=10000,S=128,D=128,H=4,FFN=128,L=4,causal=True",11111,PASS,0,3112960000,278.5742,138.2392,2.015
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00000,PASS,0,4980736,0.8877,0.8884,0.999
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00001,PASS,0,4980736,0.8898,0.8946,0.995
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00010,PASS,0,4980736,0.8908,0.9062,0.983
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00011,PASS,0,4980736,0.8897,0.9061,0.982
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00100,PASS,0,4980736,0.8899,1.4436,0.616
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00101,PASS,0,4980736,0.8907,1.4599,0.610
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00110,PASS,0,4980736,0.8902,1.5231,0.584
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",00111,PASS,0,4980736,0.8898,1.5037,0.592
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01000,PASS,0,4980736,0.8906,0.6140,1.450
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01001,PASS,0,4980736,0.8905,0.6140,1.450
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01010,PASS,0,4980736,0.8896,0.6269,1.419
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01011,PASS,0,4980736,0.8901,0.6277,1.418
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01100,PASS,0,4980736,0.8905,1.1318,0.787
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01101,PASS,0,4980736,0.8904,1.1435,0.779
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01110,PASS,0,4980736,0.8897,1.1673,0.762
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",01111,PASS,0,4980736,0.8896,1.1800,0.754
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10000,PASS,0,4980736,0.8884,0.9109,0.975
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10001,PASS,0,4980736,0.8887,0.9122,0.974
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10010,PASS,0,4980736,0.8885,0.9252,0.960
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10011,PASS,0,4980736,0.8885,0.9254,0.960
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10100,PASS,0,4980736,0.8891,1.4634,0.608
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10101,PASS,0,4980736,0.8897,1.4861,0.599
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10110,PASS,0,4980736,0.8887,1.5062,0.590
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",10111,PASS,0,4980736,0.8884,1.5134,0.587
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11000,PASS,0,4980736,0.8877,0.5240,1.694
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11001,PASS,0,4980736,0.8884,0.5238,1.696
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11010,PASS,0,4980736,0.8884,0.5358,1.658
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11011,PASS,0,4980736,0.8885,0.5359,1.658
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11100,PASS,0,4980736,0.8874,1.0309,0.861
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11101,PASS,0,4980736,0.8876,1.0256,0.865
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11110,PASS,0,4980736,0.8876,1.0639,0.834
appendix test shape,#7 B64 D32 H4 S128 L4,"B=64,S=128,D=32,H=4,FFN=32,L=4,causal=True",11111,PASS,0,4980736,0.8866,1.0668,0.831
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00000,PASS,0,159383552,23.6652,23.6686,1.000
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00001,PASS,0,159383552,23.6624,23.6526,1.000
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00010,PASS,0,159383552,23.6686,24.1514,0.980
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00011,PASS,0,159383552,23.6737,24.1547,0.980
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00100,PASS,0,159383552,23.6847,23.6657,1.001
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00101,PASS,0,159383552,23.6875,23.6739,1.001
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00110,PASS,0,159383552,23.6902,23.6833,1.000
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",00111,PASS,0,159383552,23.6866,23.6857,1.000
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01000,PASS,0,159383552,23.6904,22.9801,1.031
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01001,PASS,0,159383552,23.6935,22.9768,1.031
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01010,PASS,0,159383552,23.6964,23.4601,1.010
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01011,PASS,0,159383552,23.7000,23.4569,1.010
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01100,PASS,0,159383552,23.6983,22.9650,1.032
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01101,PASS,0,159383552,23.7019,22.9717,1.032
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01110,PASS,0,159383552,23.6920,22.9594,1.032
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",01111,PASS,0,159383552,23.6929,22.9596,1.032
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10000,PASS,0,159383552,23.6830,21.8029,1.086
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10001,PASS,0,159383552,23.6827,21.8045,1.086
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10010,PASS,0,159383552,23.6772,22.2743,1.063
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10011,PASS,0,159383552,23.6768,22.2765,1.063
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10100,PASS,0,159383552,23.6836,21.7975,1.087
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10101,PASS,0,159383552,23.6860,21.8031,1.086
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10110,PASS,0,159383552,23.6837,21.8147,1.086
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",10111,PASS,0,159383552,23.6759,21.8064,1.086
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11000,PASS,0,159383552,23.6829,20.1496,1.175
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11001,PASS,0,159383552,23.6872,20.1495,1.176
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11010,PASS,0,159383552,23.6861,20.6326,1.148
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11011,PASS,0,159383552,23.6825,20.6329,1.148
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11100,PASS,0,159383552,23.6829,20.1402,1.176
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11101,PASS,0,159383552,23.6892,20.1346,1.177
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11110,PASS,0,159383552,23.6861,20.1413,1.176
appendix test shape,#8 B64 D1024 H4 S128 L4,"B=64,S=128,D=1024,H=4,FFN=1024,L=4,causal=True",11111,PASS,0,159383552,23.6862,20.1440,1.176
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00000,PASS,0,19922944,0.9982,0.9726,1.026
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00001,PASS,0,19922944,1.0093,0.9826,1.027
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00010,PASS,0,19922944,1.0094,1.0065,1.003
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00011,PASS,0,19922944,1.0110,1.0066,1.004
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00100,PASS,0,19922944,1.0134,1.3928,0.728
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00101,PASS,0,19922944,1.0099,1.3998,0.722
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00110,PASS,0,19922944,1.0126,1.4349,0.706
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",00111,PASS,0,19922944,1.0148,1.4391,0.705
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01000,PASS,0,19922944,1.0085,0.8860,1.138
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01001,PASS,0,19922944,1.0085,0.8863,1.138
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01010,PASS,0,19922944,1.0087,0.9123,1.106
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01011,PASS,0,19922944,1.0084,0.9113,1.107
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01100,PASS,0,19922944,1.0106,1.1193,0.903
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01101,PASS,0,19922944,1.0087,1.0678,0.945
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01110,PASS,0,19922944,1.0116,1.1044,0.916
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",01111,PASS,0,19922944,1.0090,1.1150,0.905
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10000,PASS,0,19922944,1.0031,0.9680,1.036
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10001,PASS,0,19922944,1.0045,0.9720,1.033
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10010,PASS,0,19922944,1.0028,0.9904,1.013
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10011,PASS,0,19922944,1.0032,0.9925,1.011
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10100,PASS,0,19922944,1.0058,1.3584,0.740
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10101,PASS,0,19922944,1.0049,1.3656,0.736
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10110,PASS,0,19922944,1.0054,1.3949,0.721
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",10111,PASS,0,19922944,1.0043,1.3853,0.725
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11000,PASS,0,19922944,0.9980,0.8434,1.183
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11001,PASS,0,19922944,0.9982,0.8443,1.182
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11010,PASS,0,19922944,0.9970,0.8686,1.148
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11011,PASS,0,19922944,0.9983,0.8681,1.150
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11100,PASS,0,19922944,0.9971,1.0460,0.953
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11101,PASS,0,19922944,0.9976,1.0410,0.958
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11110,PASS,0,19922944,0.9983,1.0832,0.922
appendix test shape,#9 B64 D128 H1 S128 L4,"B=64,S=128,D=128,H=1,FFN=128,L=4,causal=True",11111,PASS,0,19922944,0.9979,1.0676,0.935
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00000,PASS,0,19922944,1.1475,1.1237,1.021
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00001,PASS,0,19922944,1.1486,1.1215,1.024
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00010,PASS,0,19922944,1.1492,1.1438,1.005
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00011,PASS,0,19922944,1.1471,1.1430,1.004
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00100,PASS,0,19922944,1.1503,1.4858,0.774
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00101,PASS,0,19922944,1.1482,1.4787,0.777
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00110,PASS,0,19922944,1.1500,1.5482,0.743
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",00111,PASS,0,19922944,1.1492,1.5303,0.751
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01000,PASS,0,19922944,1.1474,0.9434,1.216
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01001,PASS,0,19922944,1.1502,0.9447,1.218
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01010,PASS,0,19922944,1.1492,0.9686,1.186
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01011,PASS,0,19922944,1.1496,0.9700,1.185
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01100,PASS,0,19922944,1.1507,1.1716,0.982
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01101,PASS,0,19922944,1.1484,1.1596,0.990
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01110,PASS,0,19922944,1.1475,1.2405,0.925
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",01111,PASS,0,19922944,1.1495,1.2058,0.953
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10000,PASS,0,19922944,1.1424,1.1479,0.995
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10001,PASS,0,19922944,1.1431,1.1505,0.994
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10010,PASS,0,19922944,1.1423,1.1750,0.972
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10011,PASS,0,19922944,1.1427,1.1744,0.973
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10100,PASS,0,19922944,1.1431,1.4394,0.794
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10101,PASS,0,19922944,1.1431,1.4309,0.799
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10110,PASS,0,19922944,1.1440,1.4802,0.773
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",10111,PASS,0,19922944,1.1424,1.4786,0.773
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11000,PASS,0,19922944,1.1536,0.8272,1.395
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11001,PASS,0,19922944,1.1537,0.8270,1.395
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11010,PASS,0,19922944,1.1533,0.8537,1.351
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11011,PASS,0,19922944,1.1536,0.8537,1.351
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11100,PASS,0,19922944,1.1527,1.0398,1.109
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11101,PASS,0,19922944,1.1503,1.1468,1.003
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11110,PASS,0,19922944,1.1522,1.0632,1.084
appendix test shape,#10 B64 D128 H2 S128 L4,"B=64,S=128,D=128,H=2,FFN=128,L=4,causal=True",11111,PASS,0,19922944,1.1533,1.0731,1.075
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00000,PASS,0,19922944,5.1295,5.1144,1.003
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00001,PASS,0,19922944,5.1159,5.1051,1.002
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00010,PASS,0,19922944,5.1282,5.1384,0.998
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00011,PASS,0,19922944,5.1177,5.1286,0.998
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00100,PASS,0,19922944,5.1157,4.9579,1.032
appendix test shape,#11 B64 D128 H16 S128 L4,"B=64,S=128,D=128,H=16,FFN=128,L=4,causal=True",00101,PASS,0,19922944,5.1275,4.9832,1.029
